_id,id,genero,edad,ocup,cp,len_cp
ObjectId("5e48217f0014452e3c1b1a54"),1224,M,50,13,02125,5
ObjectId("5e48217f0014452e3c1b1a55"),1225,M,45,7,61081,5
ObjectId("5e48217f0014452e3c1b1a56"),1226,M,18,20,07087,5
ObjectId("5e48217f0014452e3c1b1a57"),1227,M,50,1,90027,5
ObjectId("5e48217f0014452e3c1b1a58"),1228,M,25,1,94720,5
ObjectId("5e48217f0014452e3c1b1a59"),1229,F,25,4,48219,5
ObjectId("5e48217f0014452e3c1b1a5a"),1230,M,25,11,95125,5
ObjectId("5e48217f0014452e3c1b1a5b"),1231,M,25,12,60515,5
ObjectId("5e48217f0014452e3c1b1a5c"),1232,F,18,4,43235,5
ObjectId("5e48217f0014452e3c1b1a5d"),1233,F,45,20,94519,5
ObjectId("5e48217f0014452e3c1b1a5e"),1234,M,18,4,91006,5
ObjectId("5e48217f0014452e3c1b1a5f"),1235,F,25,7,94043,5
ObjectId("5e48217f0014452e3c1b1a60"),1236,F,25,1,48316,5
ObjectId("5e48217f0014452e3c1b1a61"),1237,M,18,4,32720,5
ObjectId("5e48217f0014452e3c1b1a62"),1238,F,35,20,11215,5
ObjectId("5e48217f0014452e3c1b1a63"),1239,F,25,20,50111,5
ObjectId("5e48217f0014452e3c1b1a64"),1240,F,18,14,02144,5
ObjectId("5e48217f0014452e3c1b1a65"),1241,M,1,10,11803,5
ObjectId("5e48217f0014452e3c1b1a66"),1242,F,35,0,10014,5
ObjectId("5e48217f0014452e3c1b1a67"),1243,M,35,15,92627,5
ObjectId("5e48217f0014452e3c1b1a68"),1244,M,25,4,22030,5
ObjectId("5e48217f0014452e3c1b1a69"),1245,M,25,17,80461,5
ObjectId("5e48217f0014452e3c1b1a6a"),1246,M,18,4,98225,5
ObjectId("5e48217f0014452e3c1b1a6b"),1247,M,35,0,92649,5
ObjectId("5e48217f0014452e3c1b1a6c"),1248,F,35,20,94598,5
ObjectId("5e48217f0014452e3c1b1a6d"),1249,M,35,2,94587,5
ObjectId("5e48217f0014452e3c1b1a6e"),1250,M,50,0,10573,5
ObjectId("5e48217f0014452e3c1b1a6f"),1251,M,25,7,48188,5
ObjectId("5e48217f0014452e3c1b1a70"),1252,M,56,13,94134,5
ObjectId("5e48217f0014452e3c1b1a71"),1253,F,35,20,76205,5
ObjectId("5e48217f0014452e3c1b1a72"),1254,F,18,1,02144,5
ObjectId("5e48217f0014452e3c1b1a73"),1255,M,25,17,94110,5
ObjectId("5e48217f0014452e3c1b1a74"),1256,M,25,20,10002,5
ObjectId("5e48217f0014452e3c1b1a75"),1257,F,18,14,84101,5
ObjectId("5e48217f0014452e3c1b1a76"),1258,M,45,7,20879,5
ObjectId("5e48217f0014452e3c1b1a78"),1260,M,25,17,28262,5
ObjectId("5e48217f0014452e3c1b1a79"),1261,M,18,4,40205,5
ObjectId("5e48217f0014452e3c1b1a7a"),1262,M,25,4,22903,5
ObjectId("5e48217f0014452e3c1b1a7b"),1263,M,1,10,81301,5
ObjectId("5e48217f0014452e3c1b1a7c"),1264,M,25,1,53711,5
ObjectId("5e48217f0014452e3c1b1a7d"),1265,F,18,20,49321,5
ObjectId("5e48217f0014452e3c1b1a7e"),1266,M,25,4,18104,5
ObjectId("5e48217f0014452e3c1b1a7f"),1267,M,25,15,12203,5
ObjectId("5e48217f0014452e3c1b1a80"),1268,M,50,2,10028,5
ObjectId("5e48217f0014452e3c1b1a81"),1269,F,56,13,01234,5
ObjectId("5e48217f0014452e3c1b1a82"),1270,M,25,6,12230,5
ObjectId("5e48217f0014452e3c1b1a83"),1271,F,45,6,54401,5
ObjectId("5e48217f0014452e3c1b1a84"),1272,M,18,20,49506,5
ObjectId("5e48217f0014452e3c1b1a85"),1273,M,35,2,19123,5
ObjectId("5e48217f0014452e3c1b1a86"),1274,M,45,7,37343,5
ObjectId("5e48217f0014452e3c1b1a87"),1275,M,50,17,39567,5
ObjectId("5e48217f0014452e3c1b1a88"),1276,M,35,17,94041,5
ObjectId("5e48217f0014452e3c1b1a89"),1277,F,18,0,06360,5
ObjectId("5e48217f0014452e3c1b1a8a"),1278,M,18,4,98312,5
ObjectId("5e48217f0014452e3c1b1a8b"),1279,M,35,1,98502,5
ObjectId("5e48217f0014452e3c1b1a8c"),1280,M,1,10,97801,5
ObjectId("5e48217f0014452e3c1b1a8d"),1281,M,25,19,97209,5
ObjectId("5e48217f0014452e3c1b1a8e"),1282,M,50,1,98541,5
ObjectId("5e48217f0014452e3c1b1a8f"),1283,F,18,1,94607,5
ObjectId("5e48217f0014452e3c1b1a90"),1284,M,45,16,33334,5
ObjectId("5e48217f0014452e3c1b1a91"),1285,M,35,4,98125,5
ObjectId("5e48217f0014452e3c1b1a92"),1286,M,35,17,92630,5
ObjectId("5e48217f0014452e3c1b1a93"),1287,F,50,7,94611,5
ObjectId("5e48217f0014452e3c1b1a94"),1288,F,35,19,92867,5
ObjectId("5e48217f0014452e3c1b1a95"),1289,M,45,6,78750,5
ObjectId("5e48217f0014452e3c1b1a96"),1290,M,35,0,91504,5
ObjectId("5e48217f0014452e3c1b1a97"),1291,F,35,0,10011,5
ObjectId("5e48217f0014452e3c1b1a98"),1292,M,25,7,94904,5
ObjectId("5e48217f0014452e3c1b1a99"),1293,M,25,5,60074,5
ObjectId("5e48217f0014452e3c1b1a9a"),1294,F,50,20,11217,5
ObjectId("5e48217f0014452e3c1b1a9b"),1295,F,35,6,90036,5
ObjectId("5e48217f0014452e3c1b1a9c"),1296,M,1,0,75244,5
ObjectId("5e48217f0014452e3c1b1a9d"),1297,M,25,7,92109,5
ObjectId("5e48217f0014452e3c1b1a9e"),1298,M,35,6,33615,5
ObjectId("5e48217f0014452e3c1b1a9f"),1299,M,25,14,02038,5
ObjectId("5e48217f0014452e3c1b1aa0"),1300,M,1,10,97201,5
ObjectId("5e48217f0014452e3c1b1aa1"),1301,F,25,2,10475,5
ObjectId("5e48217f0014452e3c1b1aa2"),1302,M,18,4,85282,5
ObjectId("5e48217f0014452e3c1b1aa3"),1303,M,25,19,94111,5
ObjectId("5e48217f0014452e3c1b1aa4"),1304,M,25,14,97203,5
ObjectId("5e48217f0014452e3c1b1aa5"),1305,M,45,20,94121,5
ObjectId("5e48217f0014452e3c1b1aa6"),1306,M,25,3,64068,5
ObjectId("5e48217f0014452e3c1b1aa7"),1307,M,56,13,75703,5
ObjectId("5e48217f0014452e3c1b1aa8"),1308,M,1,10,75082,5
ObjectId("5e48217f0014452e3c1b1aa9"),1309,M,25,14,76051,5
ObjectId("5e48217f0014452e3c1b1aaa"),1310,M,45,0,92866,5
ObjectId("5e48217f0014452e3c1b1aab"),1311,M,18,10,90274,5
ObjectId("5e48217f0014452e3c1b1aac"),1312,M,25,14,60153,5
ObjectId("5e48217f0014452e3c1b1aad"),1313,M,18,4,43214,5
ObjectId("5e48217f0014452e3c1b1aae"),1314,F,18,4,68154,5
ObjectId("5e48217f0014452e3c1b1aaf"),1315,M,35,7,75214,5
ObjectId("5e48217f0014452e3c1b1ab0"),1316,M,50,2,50310,5
ObjectId("5e48217f0014452e3c1b1ab1"),1317,M,45,7,98028,5
ObjectId("5e48217f0014452e3c1b1ab2"),1318,M,18,16,94014,5
ObjectId("5e48217f0014452e3c1b1ab3"),1319,F,25,3,98626,5
ObjectId("5e48217f0014452e3c1b1ab4"),1320,M,25,4,22030,5
ObjectId("5e48217f0014452e3c1b1ab5"),1321,F,25,14,34639,5
ObjectId("5e48217f0014452e3c1b1ab6"),1322,M,56,0,94043,5
ObjectId("5e48217f0014452e3c1b1ab7"),1323,F,35,2,11218,5
ObjectId("5e48217f0014452e3c1b1ab8"),1324,M,35,16,07030,5
ObjectId("5e48217f0014452e3c1b1ab9"),1325,M,25,1,75230,5
ObjectId("5e48217f0014452e3c1b1aba"),1326,F,25,0,98115,5
ObjectId("5e48217f0014452e3c1b1abb"),1327,M,1,10,12159,5
ObjectId("5e48217f0014452e3c1b1abc"),1328,M,35,14,60657,5
ObjectId("5e48217f0014452e3c1b1abd"),1329,M,18,14,60194,5
ObjectId("5e48217f0014452e3c1b1abe"),1330,M,56,1,95117,5
ObjectId("5e48217f0014452e3c1b1abf"),1331,M,45,0,12065,5
ObjectId("5e48217f0014452e3c1b1ac0"),1332,M,25,7,02840,5
ObjectId("5e48217f0014452e3c1b1ac1"),1333,M,25,17,06460,5
ObjectId("5e48217f0014452e3c1b1ac2"),1334,M,50,7,10805,5
ObjectId("5e48217f0014452e3c1b1ac3"),1335,M,35,0,14228,5
ObjectId("5e48217f0014452e3c1b1ac4"),1336,F,50,20,95051,5
ObjectId("5e48217f0014452e3c1b1ac5"),1337,M,56,17,97146,5
ObjectId("5e48217f0014452e3c1b1ac6"),1338,M,25,0,94108,5
ObjectId("5e48217f0014452e3c1b1ac7"),1339,M,35,18,85275,5
ObjectId("5e48217f0014452e3c1b1ac8"),1340,M,25,7,14302,5
ObjectId("5e48217f0014452e3c1b1ac9"),1341,M,18,7,11434,5
ObjectId("5e48217f0014452e3c1b1aca"),1342,M,35,0,94560,5
ObjectId("5e48217f0014452e3c1b1acb"),1343,M,35,14,91324,5
ObjectId("5e48217f0014452e3c1b1acc"),1344,F,25,9,43420,5
ObjectId("5e48217f0014452e3c1b1acd"),1345,F,25,2,75070,5
ObjectId("5e48217f0014452e3c1b1ace"),1346,M,35,20,27607,5
ObjectId("5e48217f0014452e3c1b1acf"),1347,F,18,1,11375,5
ObjectId("5e48217f0014452e3c1b1ad0"),1348,F,1,10,04240,5
ObjectId("5e48217f0014452e3c1b1ad1"),1349,M,50,7,13088,5
ObjectId("5e48217f0014452e3c1b1ad2"),1350,F,35,0,90278,5
ObjectId("5e48217f0014452e3c1b1ad3"),1351,F,25,17,98034,5
ObjectId("5e48217f0014452e3c1b1ad4"),1352,M,35,20,94122,5
ObjectId("5e48217f0014452e3c1b1ad5"),1353,M,1,10,95926,5
ObjectId("5e48217f0014452e3c1b1ad6"),1354,F,25,2,94040,5
ObjectId("5e48217f0014452e3c1b1ad7"),1355,F,45,20,04240,5
ObjectId("5e48217f0014452e3c1b1ad8"),1356,F,18,4,91706,5
ObjectId("5e48217f0014452e3c1b1ad9"),1357,M,45,0,34116,5
ObjectId("5e48217f0014452e3c1b1ada"),1358,M,35,17,49508,5
ObjectId("5e48217f0014452e3c1b1adb"),1359,M,35,1,10918,5
ObjectId("5e48217f0014452e3c1b1adc"),1360,M,25,20,14895,5
ObjectId("5e48217f0014452e3c1b1add"),1361,F,25,0,97401,5
ObjectId("5e48217f0014452e3c1b1ade"),1362,M,35,12,75069,5
ObjectId("5e48217f0014452e3c1b1adf"),1363,M,50,7,01915,5
ObjectId("5e48217f0014452e3c1b1ae0"),1364,F,45,2,97214,5
ObjectId("5e48217f0014452e3c1b1ae1"),1365,F,1,10,61665,5
ObjectId("5e48217f0014452e3c1b1ae2"),1366,M,1,10,89509,5
ObjectId("5e48217f0014452e3c1b1ae3"),1367,M,25,12,53707,5
ObjectId("5e48217f0014452e3c1b1ae4"),1368,F,25,3,50266,5
ObjectId("5e48217f0014452e3c1b1ae5"),1369,M,25,5,12308,5
ObjectId("5e48217f0014452e3c1b1ae6"),1370,M,35,2,92821,5
ObjectId("5e48217f0014452e3c1b1ae7"),1371,F,50,2,60657,5
ObjectId("5e48217f0014452e3c1b1ae8"),1372,M,1,10,95123,5
ObjectId("5e48217f0014452e3c1b1ae9"),1373,F,25,1,55104,5
ObjectId("5e48217f0014452e3c1b1aea"),1374,M,50,1,91403,5
ObjectId("5e48217f0014452e3c1b1aeb"),1375,F,45,5,95136,5
ObjectId("5e48217f0014452e3c1b1aec"),1376,F,45,1,32750,5
ObjectId("5e48217f0014452e3c1b1aed"),1377,M,35,16,65270,5
ObjectId("5e48217f0014452e3c1b1aee"),1378,F,45,7,21044,5
ObjectId("5e48217f0014452e3c1b1aef"),1379,F,56,13,93448,5
ObjectId("5e48217f0014452e3c1b1af0"),1380,M,1,10,58078,5
ObjectId("5e48217f0014452e3c1b1af1"),1381,M,18,11,89170,5
ObjectId("5e48217f0014452e3c1b1af2"),1382,F,45,1,92100,5
ObjectId("5e48217f0014452e3c1b1af3"),1383,F,25,7,19806,5
ObjectId("5e48217f0014452e3c1b1af4"),1384,M,18,10,98058,5
ObjectId("5e48217f0014452e3c1b1af5"),1385,F,25,5,90262,5
ObjectId("5e48217f0014452e3c1b1af6"),1386,F,25,0,07026,5
ObjectId("5e48217f0014452e3c1b1af7"),1387,F,50,13,94702,5
ObjectId("5e48217f0014452e3c1b1af8"),1388,M,56,20,87107,5
ObjectId("5e48217f0014452e3c1b1af9"),1389,M,25,17,19801,5
ObjectId("5e48217f0014452e3c1b1afa"),1390,M,35,16,99352,5
ObjectId("5e48217f0014452e3c1b1afb"),1391,M,35,15,20723,5
ObjectId("5e48217f0014452e3c1b1afc"),1392,M,45,3,90006,5
ObjectId("5e48217f0014452e3c1b1afd"),1393,M,18,4,06430,5
ObjectId("5e48217f0014452e3c1b1afe"),1394,F,25,3,94117,5
ObjectId("5e48217f0014452e3c1b1aff"),1395,M,25,2,07026,5
ObjectId("5e48217f0014452e3c1b1b00"),1396,F,25,12,94530,5
ObjectId("5e48217f0014452e3c1b1b01"),1397,M,35,7,55901,5
ObjectId("5e48217f0014452e3c1b1b02"),1398,F,56,16,94904,5
ObjectId("5e48217f0014452e3c1b1b03"),1399,M,18,17,10804,5
ObjectId("5e48217f0014452e3c1b1b04"),1400,M,25,7,92130,5
ObjectId("5e48217f0014452e3c1b1b05"),1401,F,18,1,94578,5
ObjectId("5e48217f0014452e3c1b1b06"),1402,M,18,4,90601,5
ObjectId("5e48217f0014452e3c1b1b07"),1403,F,25,0,53713,5
ObjectId("5e48217f0014452e3c1b1b08"),1404,M,50,16,91360,5
ObjectId("5e48217f0014452e3c1b1b09"),1405,M,56,13,33445,5
ObjectId("5e48217f0014452e3c1b1b0a"),1406,M,25,4,91911,5
ObjectId("5e48217f0014452e3c1b1b0b"),1407,F,35,15,53704,5
ObjectId("5e48217f0014452e3c1b1b0c"),1408,M,25,0,90046,5
ObjectId("5e48217f0014452e3c1b1b0d"),1409,M,18,4,97215,5
ObjectId("5e48217f0014452e3c1b1b0e"),1410,M,50,7,94404,5
ObjectId("5e48217f0014452e3c1b1b0f"),1411,M,35,1,08107,5
ObjectId("5e48217f0014452e3c1b1b10"),1412,M,25,17,94089,5
ObjectId("5e48217f0014452e3c1b1b11"),1413,M,18,3,98122,5
ObjectId("5e48217f0014452e3c1b1b12"),1414,M,18,4,85035,5
ObjectId("5e48217f0014452e3c1b1b13"),1415,M,45,14,22901,5
ObjectId("5e48217f0014452e3c1b1b14"),1416,M,25,14,98101,5
ObjectId("5e48217f0014452e3c1b1b15"),1417,M,35,16,10472,5
ObjectId("5e48217f0014452e3c1b1b16"),1418,M,18,4,48197,5
ObjectId("5e48217f0014452e3c1b1b17"),1419,F,25,1,95336,5
ObjectId("5e48217f0014452e3c1b1b18"),1420,M,18,4,01375,5
ObjectId("5e48217f0014452e3c1b1b19"),1421,F,1,10,53704,5
ObjectId("5e48217f0014452e3c1b1b1a"),1422,M,35,17,55934,5
ObjectId("5e48217f0014452e3c1b1b1b"),1423,M,25,4,08540,5
ObjectId("5e48217f0014452e3c1b1b1c"),1424,M,35,0,28209,5
ObjectId("5e48217f0014452e3c1b1b1d"),1425,M,1,10,08872,5
ObjectId("5e48217f0014452e3c1b1b1e"),1426,M,18,14,94070,5
ObjectId("5e48217f0014452e3c1b1b1f"),1427,M,25,12,21401,5
ObjectId("5e48217f0014452e3c1b1b20"),1428,F,45,11,40204,5
ObjectId("5e48217f0014452e3c1b1b21"),1429,F,35,3,11229,5
ObjectId("5e48217f0014452e3c1b1b22"),1430,M,18,4,97215,5
ObjectId("5e48217f0014452e3c1b1b23"),1431,M,56,6,91011,5
ObjectId("5e48217f0014452e3c1b1b24"),1432,M,35,1,94549,5
ObjectId("5e48217f0014452e3c1b1b25"),1433,F,18,14,49505,5
ObjectId("5e48217f0014452e3c1b1b27"),1435,M,25,14,48103,5
ObjectId("5e48217f0014452e3c1b1b28"),1436,F,50,6,97005,5
ObjectId("5e48217f0014452e3c1b1b29"),1437,M,50,3,89102,5
ObjectId("5e48217f0014452e3c1b1b2a"),1438,M,18,2,21222,5
ObjectId("5e48217f0014452e3c1b1b2b"),1439,M,35,3,98037,5
ObjectId("5e48217f0014452e3c1b1b2c"),1440,M,35,12,94520,5
ObjectId("5e48217f0014452e3c1b1b2d"),1441,M,35,16,54729,5
ObjectId("5e48217f0014452e3c1b1b2e"),1442,M,18,2,12345,5
ObjectId("5e48217f0014452e3c1b1b2f"),1443,M,35,2,98055,5
ObjectId("5e48217f0014452e3c1b1b30"),1444,F,25,4,91106,5
ObjectId("5e48217f0014452e3c1b1b31"),1445,M,25,2,98109,5
ObjectId("5e48217f0014452e3c1b1b32"),1446,M,35,12,10128,5
ObjectId("5e48217f0014452e3c1b1b33"),1447,M,18,4,80521,5
ObjectId("5e48217f0014452e3c1b1b34"),1448,F,25,3,17522,5
ObjectId("5e48217f0014452e3c1b1b35"),1449,M,35,20,17112,5
ObjectId("5e48217f0014452e3c1b1b36"),1450,M,18,4,94704,5
ObjectId("5e48217f0014452e3c1b1b37"),1451,M,35,20,90012,5
ObjectId("5e48217f0014452e3c1b1b38"),1452,F,56,13,90732,5
ObjectId("5e48217f0014452e3c1b1b39"),1453,M,25,14,19444,5
ObjectId("5e48217f0014452e3c1b1b3a"),1454,M,18,4,93117,5
ObjectId("5e48217f0014452e3c1b1b3b"),1455,F,45,0,92126,5
ObjectId("5e48217f0014452e3c1b1b3c"),1456,M,25,2,98074,5
ObjectId("5e48217f0014452e3c1b1b3d"),1457,M,25,1,95472,5
ObjectId("5e48217f0014452e3c1b1b3e"),1458,M,1,0,08055,5
ObjectId("5e48217f0014452e3c1b1b3f"),1459,F,25,0,80027,5
ObjectId("5e48217f0014452e3c1b1b40"),1460,F,18,4,95132,5
ObjectId("5e48217f0014452e3c1b1b41"),1461,F,45,0,94115,5
ObjectId("5e48217f0014452e3c1b1b42"),1462,M,35,16,95405,5
ObjectId("5e48217f0014452e3c1b1b44"),1464,M,35,12,75063,5
ObjectId("5e48217f0014452e3c1b1b45"),1465,M,50,16,93003,5
ObjectId("5e48217f0014452e3c1b1b46"),1466,M,18,4,29201,5
ObjectId("5e48217f0014452e3c1b1b47"),1467,M,25,5,97007,5
ObjectId("5e48217f0014452e3c1b1b48"),1468,M,1,14,19147,5
ObjectId("5e48217f0014452e3c1b1b49"),1469,M,56,20,95420,5
ObjectId("5e48217f0014452e3c1b1b4a"),1470,M,18,4,94118,5
ObjectId("5e48217f0014452e3c1b1b4b"),1471,M,25,17,11106,5
ObjectId("5e48217f0014452e3c1b1b4c"),1472,M,25,7,90248,5
ObjectId("5e48217f0014452e3c1b1b4d"),1473,M,25,14,06511,5
ObjectId("5e48217f0014452e3c1b1b4e"),1474,M,25,4,98115,5
ObjectId("5e48217f0014452e3c1b1b4f"),1475,F,25,2,75075,5
ObjectId("5e48217f0014452e3c1b1b50"),1476,F,18,0,91030,5
ObjectId("5e48217f0014452e3c1b1b51"),1477,F,45,1,90601,5
ObjectId("5e48217f0014452e3c1b1b52"),1478,M,1,10,92620,5
ObjectId("5e48217f0014452e3c1b1b53"),1479,F,50,2,94501,5
ObjectId("5e48217f0014452e3c1b1b54"),1480,M,25,20,91367,5
ObjectId("5e48217f0014452e3c1b1b55"),1481,M,35,17,77096,5
ObjectId("5e48217f0014452e3c1b1b56"),1482,M,25,7,94132,5
ObjectId("5e48217f0014452e3c1b1b57"),1483,M,18,4,54481,5
ObjectId("5e48217f0014452e3c1b1b58"),1484,M,25,12,07054,5
ObjectId("5e48217f0014452e3c1b1b59"),1485,F,25,9,80538,5
ObjectId("5e48217f0014452e3c1b1b5a"),1486,M,25,16,90638,5
ObjectId("5e48217f0014452e3c1b1b5b"),1487,M,35,7,07644,5
ObjectId("5e48217f0014452e3c1b1b5c"),1488,M,25,7,94538,5
ObjectId("5e48217f0014452e3c1b1b5d"),1489,F,35,2,60201,5
ObjectId("5e48217f0014452e3c1b1b5e"),1490,M,50,7,90505,5
ObjectId("5e48217f0014452e3c1b1b5f"),1491,M,18,4,06511,5
ObjectId("5e48217f0014452e3c1b1b60"),1492,M,25,12,98102,5
ObjectId("5e48217f0014452e3c1b1b61"),1493,F,25,14,60657,5
ObjectId("5e48217f0014452e3c1b1b62"),1494,M,25,17,38104,5
ObjectId("5e48217f0014452e3c1b1b63"),1495,M,18,0,77341,5
ObjectId("5e48217f0014452e3c1b1b64"),1496,M,25,17,94108,5
ObjectId("5e48217f0014452e3c1b1b65"),1497,M,50,5,80220,5
ObjectId("5e48217f0014452e3c1b1b66"),1498,M,18,4,02139,5
ObjectId("5e48217f0014452e3c1b1b67"),1499,M,1,10,19343,5
ObjectId("5e48217f0014452e3c1b1b68"),1500,M,25,17,98115,5
ObjectId("5e48217f0014452e3c1b1b69"),1501,M,25,11,75801,5
ObjectId("5e48217f0014452e3c1b1b6a"),1502,M,18,4,12188,5
ObjectId("5e48217f0014452e3c1b1b6b"),1503,M,25,12,92688,5
ObjectId("5e48217f0014452e3c1b1b6c"),1504,M,18,19,22030,5
ObjectId("5e48217f0014452e3c1b1b6d"),1505,M,50,11,90041,5
ObjectId("5e48217f0014452e3c1b1b6e"),1506,M,25,7,08550,5
ObjectId("5e48217f0014452e3c1b1b6f"),1507,M,35,17,95476,5
ObjectId("5e48217f0014452e3c1b1b70"),1508,F,1,10,94539,5
ObjectId("5e48217f0014452e3c1b1b71"),1509,M,1,0,11803,5
ObjectId("5e48217f0014452e3c1b1b72"),1510,F,25,1,48067,5
ObjectId("5e48217f0014452e3c1b1b73"),1511,M,35,12,08902,5
ObjectId("5e48217f0014452e3c1b1b74"),1512,M,25,20,11102,5
ObjectId("5e48217f0014452e3c1b1b75"),1513,F,35,16,95003,5
ObjectId("5e48217f0014452e3c1b1b76"),1514,M,18,4,97215,5
ObjectId("5e48217f0014452e3c1b1b77"),1515,M,25,16,48324,5
ObjectId("5e48217f0014452e3c1b1b78"),1516,F,25,12,53154,5
ObjectId("5e48217f0014452e3c1b1b79"),1517,M,18,0,10002,5
ObjectId("5e48217f0014452e3c1b1b7a"),1518,M,25,2,95831,5
ObjectId("5e48217f0014452e3c1b1b7b"),1519,M,18,4,38120,5
ObjectId("5e48217f0014452e3c1b1b7c"),1520,M,25,17,94506,5
ObjectId("5e48217f0014452e3c1b1b7d"),1521,F,25,7,08902,5
ObjectId("5e48217f0014452e3c1b1b7e"),1522,M,35,20,10025,5
ObjectId("5e48217f0014452e3c1b1b7f"),1523,M,25,17,95209,5
ObjectId("5e48217f0014452e3c1b1b80"),1524,M,18,4,06459,5
ObjectId("5e48217f0014452e3c1b1b81"),1525,F,25,16,94706,5
ObjectId("5e48217f0014452e3c1b1b82"),1526,M,56,17,80538,5
ObjectId("5e48217f0014452e3c1b1b83"),1527,M,18,10,78230,5
ObjectId("5e48217f0014452e3c1b1b84"),1528,M,25,15,94903,5
ObjectId("5e48217f0014452e3c1b1b85"),1529,M,18,4,97266,5
ObjectId("5e48217f0014452e3c1b1b86"),1530,M,25,4,53711,5
ObjectId("5e48217f0014452e3c1b1b87"),1531,M,45,17,60462,5
ObjectId("5e48217f0014452e3c1b1b88"),1532,M,18,14,43613,5
ObjectId("5e48217f0014452e3c1b1b89"),1533,M,45,1,71711,5
ObjectId("5e48217f0014452e3c1b1b8a"),1534,M,50,12,12184,5
ObjectId("5e48217f0014452e3c1b1b8b"),1535,F,18,20,90036,5
ObjectId("5e48217f0014452e3c1b1b8c"),1536,F,35,3,83001,5
ObjectId("5e48217f0014452e3c1b1b8d"),1537,M,18,20,02446,5
ObjectId("5e48217f0014452e3c1b1b8e"),1538,M,25,3,22601,5
ObjectId("5e48217f0014452e3c1b1b8f"),1539,M,25,3,02359,5
ObjectId("5e48217f0014452e3c1b1b90"),1540,M,45,0,97214,5
ObjectId("5e48217f0014452e3c1b1b92"),1542,M,18,17,12054,5
ObjectId("5e48217f0014452e3c1b1b93"),1543,M,25,11,10549,5
ObjectId("5e48217f0014452e3c1b1b94"),1544,M,25,12,63146,5
ObjectId("5e48217f0014452e3c1b1b95"),1545,M,25,20,20009,5
ObjectId("5e48217f0014452e3c1b1b96"),1546,M,25,4,22903,5
ObjectId("5e48217f0014452e3c1b1b97"),1547,M,56,13,02115,5
ObjectId("5e48217f0014452e3c1b1b98"),1548,M,35,1,53703,5
ObjectId("5e48217f0014452e3c1b1b99"),1549,M,35,6,20901,5
ObjectId("5e48217f0014452e3c1b1b9a"),1550,M,18,4,11580,5
ObjectId("5e48217f0014452e3c1b1b9b"),1551,M,25,11,20008,5
ObjectId("5e48217f0014452e3c1b1b9c"),1552,M,45,20,10021,5
ObjectId("5e48217f0014452e3c1b1b9d"),1553,F,25,15,64116,5
ObjectId("5e48217f0014452e3c1b1b9e"),1554,F,35,12,17013,5
ObjectId("5e48217f0014452e3c1b1b9f"),1555,F,18,0,20008,5
ObjectId("5e48217f0014452e3c1b1ba0"),1556,M,18,4,48073,5
ObjectId("5e48217f0014452e3c1b1ba1"),1557,F,18,4,10039,5
ObjectId("5e48217f0014452e3c1b1ba2"),1558,M,18,6,60611,5
ObjectId("5e48217f0014452e3c1b1ba3"),1559,M,35,8,10014,5
ObjectId("5e48217f0014452e3c1b1ba4"),1560,F,25,3,85226,5
ObjectId("5e48217f0014452e3c1b1ba5"),1561,F,18,4,11214,5
ObjectId("5e48217f0014452e3c1b1ba6"),1562,M,18,20,43611,5
ObjectId("5e48217f0014452e3c1b1ba7"),1563,F,1,10,87123,5
ObjectId("5e48217f0014452e3c1b1ba8"),1564,M,50,1,01096,5
ObjectId("5e48217f0014452e3c1b1ba9"),1565,M,45,17,78731,5
ObjectId("5e48217f0014452e3c1b1baa"),1566,M,35,16,77550,5
ObjectId("5e48217f0014452e3c1b1bab"),1567,M,25,12,06511,5
ObjectId("5e48217f0014452e3c1b1bac"),1568,F,1,10,94086,5
ObjectId("5e48217f0014452e3c1b1bad"),1569,F,56,13,07701,5
ObjectId("5e48217f0014452e3c1b1bae"),1570,M,18,17,75093,5
ObjectId("5e48217f0014452e3c1b1baf"),1571,M,25,20,98033,5
ObjectId("5e48217f0014452e3c1b1bb0"),1572,F,25,3,02155,5
ObjectId("5e48217f0014452e3c1b1bb1"),1573,M,1,0,77479,5
ObjectId("5e48217f0014452e3c1b1bb2"),1574,M,25,6,81007,5
ObjectId("5e48217f0014452e3c1b1bb3"),1575,F,50,7,94949,5
ObjectId("5e48217f0014452e3c1b1bb4"),1576,F,45,9,85202,5
ObjectId("5e48217f0014452e3c1b1bb6"),1578,M,18,4,22201,5
ObjectId("5e48217f0014452e3c1b1bb7"),1579,M,25,0,60201,5
ObjectId("5e48217f0014452e3c1b1bb8"),1580,F,18,4,76201,5
ObjectId("5e48217f0014452e3c1b1bb9"),1581,F,18,4,10003,5
ObjectId("5e48217f0014452e3c1b1bba"),1582,M,18,0,10705,5
ObjectId("5e48217f0014452e3c1b1bbb"),1583,M,35,6,94115,5
ObjectId("5e48217f0014452e3c1b1bbc"),1584,M,25,19,45701,5
ObjectId("5e48217f0014452e3c1b1bbd"),1585,M,56,20,92315,5
ObjectId("5e48217f0014452e3c1b1bbe"),1586,M,45,7,77351,5
ObjectId("5e48217f0014452e3c1b1bbf"),1587,F,25,3,30308,5
ObjectId("5e48217f0014452e3c1b1bc0"),1588,M,25,11,22043,5
ObjectId("5e48217f0014452e3c1b1bc1"),1589,M,25,0,95136,5
ObjectId("5e48217f0014452e3c1b1bc2"),1590,M,35,1,95003,5
ObjectId("5e48217f0014452e3c1b1bc3"),1591,M,50,7,26501,5
